x,x,x
Kit de Cubre Pedales Cromados con Roller,$460.00,https://refaccionariamario.com/pedales/1211-kit-de-cubre-pedales-cromados-con-roller.html
"Junta de Boca de Relleno para VW Sedan, Combi 1500, 1600, Brasilia, Safari, Hormiga",$3.00,https://refaccionariamario.com/juntas-de-boca-de-relleno/1219-junta-de-boca-de-relleno-para-vw-sedan-combi-1500-1600-brasilia-safari-hormiga.html
"Tornillo de Motor a la Carrocería para VW Sedan 1500, 1600, Safari, Brasilia",$20.00,https://refaccionariamario.com/tornillos-de-motor/711-tornillo-de-motor-a-la-carroceria-para-vw-sedan-1500-1600-safari-brasilia.html
"Grapa de Pija de Codera de Puerta para VW Sedan, Combi, Atlantic, caribe, Brasilia",$8.00,https://refaccionariamario.com/grapas-de-codera/439-grapa-de-pija-de-codera-de-puerta-para-vw-sedan-combi-atlantic-caribe-brasilia.html
"Grapa de Plástico de Pija de Cuarto de Defensa Frontal ORIGINAL para VW Sedan 1600, 1600i",$7.00,https://refaccionariamario.com/grapas-de-cuarto/440-grapa-cuarto-de-defensa-vw-sedan.html
Tornillo de polea cigüeñal Negro,$45.00,https://refaccionariamario.com/tornillos-de-polea/714-tornillo-polea-ciguenal-combi.html
"Horquilla Impulsora de Collarín de Clutch DELGADA para VW Sedan 1600, 1600i",$50.00,https://refaccionariamario.com/horquillas-de-clutch/441-horquilla-impulsora-de-collarin-de-clutch-delgada-para-vw-sedan-1600-1600i.html
Tubo de Freno Delantero para Vw Sedan (27 cm),$55.00,https://refaccionariamario.com/tubos-de-frenos/721-tubo-de-freno-delantero-para-vw-sedan-27-cm.html
"Juego de Juntas de Carter Meistersatz para Motores de VW 1500, 1600, 1600i Enfríados por Aire",$25.00,https://refaccionariamario.com/juntas-de-carter/1224-juego-de-juntas-de-carter-meistersatz-para-motores-de-vw-1500-1600-1600i-enfriados-por-aire.html
"Horquilla Impulsora de Collarín de Clutch GRUESA para VW Sedan 1600, 1600i",$60.00,https://refaccionariamario.com/horquillas-de-clutch/442-horquilla-impulsora-de-collarin-de-clutch-gruesa-para-vw-sedan-1600-1600i.html
Tubo de Freno Trasero para Vw Sedan (32 cm),$60.00,https://refaccionariamario.com/tubos-de-frenos/722-tubo-de-freno-trasero-para-vw-sedan-32-cm.html
"Hule de Brack de Defensa Color Negro para VW Sedan 1600, 1600i",$25.00,https://refaccionariamario.com/hules-de-brack/445-hule-de-brack-de-defensa-color-negro-para-vw-sedan-1500-1600-1600i.html
Tubo de Freno Intermedio para VW Sedán,$80.00,https://refaccionariamario.com/tubos-de-frenos/724-tubo-de-freno-intermedio-para-vw-sedan-141-cm.html
"Hule de Brack de Defensa Color Blanco para VW Sedan 1600, 1600i",$20.00,https://refaccionariamario.com/hules-de-brack/446-hule-de-brack-de-defensa-color-blanco-para-vw-sedan-1500-1600-1600i.html
Tubo de Liquido de Freno Principal para VW Sedan,$100.00,https://refaccionariamario.com/tubos-de-frenos/725-tubo-de-liquido-de-freno-principal-para-vw-sedan.html
"Kit de Repuestos de Palanca de Velocidades para VW sedan, Brasilia y Safari",$60.00,https://refaccionariamario.com/kits-de-palanca/1230-kit-de-repuestos-de-palanca-de-velocidades-para-vw-sedan-brasilia-y-safari.html
Par de Hules de cañuela Exterior de ventanilla de puerta para VW Sedan.,$140.00,https://refaccionariamario.com/hules-de-canuela/448-hule-canuela-vw-sedan.html
Turbina Balanceada de Enfriamiento de Motor para VW Sedan 1500,$280.00,https://refaccionariamario.com/turbinas/741-turbina-balanceada-de-enfriamiento-de-motor-para-vw-sedan-1500.html
"Hule de Empaque GRANDE de Manija de Puerta para VW Sedan 1500, 1600, 1600i, Brasilia.",$4.00,https://refaccionariamario.com/hules-de-manija/450-hule-manija-puerta-vw-sedan.html
Par de Vivos de salpicadera Vw Sedan y Safari NEGROS,$60.00,https://refaccionariamario.com/vivos-de-salpicadera/744-par-de-vivos-de-salpicadera-vw-sedan-negros.html
"Hule de Empaque Chico de Manija de Puerta Autoeuroplast para VW Sedán 1500, 1600, 1600i, Brasilia",$7.00,https://refaccionariamario.com/hules-de-manija/451-hule-de-empaque-chico-de-manija-de-puerta-autoeuroplast-para-vw-sedan-1500-1600-1600i-brasilia.html
"Goma de Múltiple de Admisión Abierta para VW Sedan 1600, Combi 1600, Brasilia, Safari, Hormiga",$15.00,https://refaccionariamario.com/gomas-de-multiple/434-goma-de-multiple-de-admision-abierta-para-vw-sedan-1600-combi-1600-brasilia-safari-hormiga.html
"Hule de Manija de Cofre CHICO para VW Sedan 1500, 1600, 1600i",$7.00,https://refaccionariamario.com/hules-de-manija/453-hule-manija-cofre-vw-sedan.html
Zeta de Cofre con Botón de Apertura para Vw Sedan,$70.00,https://refaccionariamario.com/z-de-cofre/747-zeta-de-cofre-con-boton-de-apertura-para-vw-sedan.html
"Laina de Ajuste de Cigüeñal Calibre 34 Febi para VW Sedan, Combi 1500, 1600, Brasilia, Safari, Hormiga",$15.00,https://refaccionariamario.com/lainas-de-ciguenal/1237-laina-de-ajuste-de-cigueenal-calibre-34-febi-para-vw-sedan-combi-1500-1600-brasilia-safari-hormiga.html
"Paquete de 4 Gomas de radiador de aceite para Vw Sedan 1600 y 1600i, Combi 1600, Brasilia, Hormiga, Safari, Karmann Ghia",$10.00,https://refaccionariamario.com/gomas-de-radiador/435-paquete-de-4-gomas-de-radiador-de-aceite-para-vw-sedan-1600-y-1600i-combi-1600-brasilia-hormiga-safari-karmann-ghia.html
"Hule de Manija de Cofre GRANDE para VW Sedan 1500, 1600, 1600i",$8.00,https://refaccionariamario.com/hules-de-manija/454-hule-manija-cofre-vw-sedan.html
"Caja de Dirección Restaurada TRW para VW Sedan, Brasilia",$845.00,https://refaccionariamario.com/cajas-de-direccion/749-caja-de-direccion-restaurada-trw-para-vw-sedan-brasilia.html
"Hule Empaque de Medallón Color NEGRO para VW Sedan 1500, 1600, 1600i",$210.00,https://refaccionariamario.com/hules-de-medallon/455-hule-medallon-vw-sedan.html
"Juego de 2 Seguros Cortos de Aleta de Puerta para VW Sedan, Combi",$35.00,https://refaccionariamario.com/seguros-de-aleta/750-juego-de-2-seguros-cortos-de-aleta-de-puerta-para-vw-sedan-combi.html
"Laina Ondulada de Tuerca Hueca Original para VW Sedán, Combi 1500, 1600, Brasilia, Safari, Hormiga",$25.00,https://refaccionariamario.com/lainas-de-tuerca-hueca/1241-laina-ondulada-de-tuerca-hueca-original-para-vw-sedan-combi-1500-1600-brasilia-safari-hormiga.html
"Hule Empaque de Parabrisas Color NEGRO para VW Sedan 1500, 1600, 1600i",$210.00,https://refaccionariamario.com/hules-de-parabrisas/456-hule-parabrisas-vw-sedan.html
"Liga de Asiento Trasero de Hule para VW Sedan 1600, 1600i",$15.00,https://refaccionariamario.com/ligas-de-asiento/1244-liga-de-asiento-trasero-de-hule-para-vw-sedan-1600-1600i.html
"Tramo de 2 Metros de Manguera de Gasolina de Motores Carburados para VW Sedan 1200, 1500, 1600, Combi",$100.00,https://refaccionariamario.com/mangueras-de-motor/1257-tramo-de-2-metros-de-manguera-de-gasolina-de-motores-carburados-para-vw-sedan-1200-1500-1600-combi.html
"Juego De Hules Para Puertas De VW Sedan 1500, 1600, 1600i",$355.00,https://refaccionariamario.com/hules-de-puerta/458-hule-puerta-vw-sedan.html
Manguera para Liquido de frenos (7mm),$50.00,https://refaccionariamario.com/mangueras-de-frenos/1259-manguera-para-liquido-de-frenos-7mm.html
"Hule Empaque de Contorno de Motor para VW Sedan 1500, 1600, 1600i",$85.00,https://refaccionariamario.com/hules-de-tapa-de-motor/459-hule-empaque-de-contorno-de-motor-para-vw-sedan-1500-1600-1600i.html
Mica de Acrílico de Calavera para VW Sedán 1200,$95.00,https://refaccionariamario.com/micas-de-calavera/1301-mica-de-acrilico-de-calavera-para-vw-sedan-1200.html
Juego de 2 Hules de Ventanas Traseras para Vw Sedan,$335.00,https://refaccionariamario.com/hules-de-ventana/460-juego-de-2-hules-de-ventanas-traseras-para-vw-sedan.html
"Mica de faro de Cristal Rayado para VW Sedan 1200, Combi 1200",$200.00,https://refaccionariamario.com/micas-de-faro/1312-mica-faro-vw-seda.html
Junta de Múltiple de Admisión Metálica Tipo Antifaz para Motor VW 1600 Enfriado por Aire,$10.00,https://refaccionariamario.com/juntas-de-admision/461-junta-de-multiple-de-admision-metalica-tipo-antifaz-para-motor-vw-1600-enfriado-por-aire.html
Amortiguador de Dirección Boge para VW Sedan,$440.00,https://refaccionariamario.com/amortiguadores/795-amortiguador-de-direccion-boge-para-vw-sedan.html
"Palanca de Ajuste de Balatas para VW Sedan, Combi, Brasilia, Safari",$40.00,https://refaccionariamario.com/palancas-de-ajuste/1328-palanca-de-ajuste-de-balatas-para-vw-sedan-combi-brasilia-safari.html
Palanca velocidades VW sedan 1200,$140.00,https://refaccionariamario.com/palancas-de-velocidades/1331-palanca-velocidades-vw-sedan.html
Perno de Pedal de Acelerador para VW Sedán,$20.00,https://refaccionariamario.com/pernos-de-pedal/1344-perno-de-pedal-de-acelerador-para-vw-sedan.html
Perno Asegurador de Eje de Pedal de Clutch para VW Sedán,$15.00,https://refaccionariamario.com/pernos-de-pedal/1345-perno-asegurador-de-eje-de-pedal-de-clutch-para-vw-sedan.html
"Juego de Protectores de Puertas Laterales para VW Sedan, Combi",$30.00,https://refaccionariamario.com/protectores-de-puertas/1374-juego-de-protectores-de-puertas-laterales-para-vw-sedan-combi.html
Liga de Torre de Alternador Autoeuroplast para VW Sedán 1600i,$20.00,https://refaccionariamario.com/ligas-de-alternador/479-liga-de-torre-de-alternador-autoeuroplast-para-vw-sedan-1600i.html
Resorte de Tapa de Motor para VW Sedán,$90.00,https://refaccionariamario.com/resortes-de-tapa-de-motor/1401-resorte-de-tapa-de-motor-para-vw-sedan.html
Juego de Rodilleras Cromadas de Salpicadera CORTAS para VW Sedan,$330.00,https://refaccionariamario.com/rodilleras/1407-juego-de-rodilleras-para-vw-sedan.html
Juego de Rodilleras Cromadas de salpicadera LARGAS para VW Sedan,$370.00,https://refaccionariamario.com/rodilleras/1408-juego-de-rodilleras-para-vw-sedan.html
"Birlo sujetador de Flecha de Mando para VW Sedan, Combi",$6.00,https://refaccionariamario.com/birlos-de-flecha/842-birlo-sujetador-de-flecha-de-mando-para-vw-sedan-combi.html
"Manija de Puerta CROMADA Sin lado para VW Sedan 1600, 1600i, Brasilia",$180.00,https://refaccionariamario.com/manijas-exteriores/495-manija-de-puerta-vw-sedan-cromada-eco.html
"Manija de Puerta Exterior Color Negro Sin Lado para VW Sedan 1600, 1600i, Brasilia",$185.00,https://refaccionariamario.com/manijas-exteriores/496-manija-de-puerta-exterior-color-negro-sin-lado-para-vw-sedan-1600-1600i-brasilia.html
"Juego de Manijas Deportivas de Elevador para Vw Sedan, Combi, Brasilia, Atlantic, Hormiga, Golf A2 y Jetta A2.",$205.00,https://refaccionariamario.com/manijas-de-vidrio/497-juego-de-manijas-deportivas-de-elevador-para-vw-sedan-combi-brasilia-atlantic-hormiga-golf-a2-y-jetta-a2.html
"Manija de Elevador de Vidrios HELLA para VW Sedan 1600, 1600i, Combi, Atlantic, Caribe, Brasilia",$125.00,https://refaccionariamario.com/manijas-de-vidrio/498-manija-de-elevador-de-vidrios-hella-para-vw-sedan-1600-1600i-combi-atlantic-caribe-brasilia-safari-hormiga.html
"Manija Reforzada de Elevador de Vidrios para VW Sedan 1600, 1600i, Combi, Atlantic, Caribe, Brasilia.",$45.00,https://refaccionariamario.com/manijas-de-vidrio/499-manija-reforzada-de-elevador-de-vidrios-para-vw-sedan-1600-1600i-combi-atlantic-caribe-brasilia-safari-hormiga.html
"Bronce de Caja Sincronizador de Tercera y Cuarta Velocidad RFI para VW Sedan 1600, 1600i",$150.00,https://refaccionariamario.com/anillos-sincronizadores/858-bronce-de-caja-sincronizador-de-tercera-y-cuarta-velocidad-rfi-para-vw-sedan-1600-1600i.html
Juego de seguros para freno de mano para VW sedan.,$15.00,https://refaccionariamario.com/seguros-de-freno/1425-juego-de-seguro-para-freno-de-mano-para-vw-sedan.html
"Juntas de Carburador de Motor TF Victor para VW Sedan 1600, Combi 1600, Brasilia, Safari, Hormiga, Atlantic, Caribe",$40.00,https://refaccionariamario.com/juntas-de-carburador/469-juntas-de-carburador-de-motor-tf-victor-para-vw-sedan-1600-combi-1600-brasilia-safari-hormiga-atlantic-caribe.html
"Mica Acrílica de Calavera HELLA para VW Sedan 1600, 1600i",$455.00,https://refaccionariamario.com/micas-de-calavera/502-mica-calavera-vw-sedan.html
"Juego Completo de Juntas de Motor TF Victor para VW Sedan, Combi, Brasilia, Safari, Hormiga",$280.00,https://refaccionariamario.com/juntas-de-motor/470-juego-completo-de-juntas-de-motor-tf-victor-para-vw-sedan-combi-brasilia-safari-hormiga.html
"Palanca electrónica de PLASTICO de Direccionales y Cambio de luces para VW Sedan 1600, 1600i, Brasilia, Atlantic, Caribe.",$95.00,https://refaccionariamario.com/palancas-electricas/513-palanca-de-direccionales-vw-sedan-caribe-atlantic-brasilia-safari.html
"Buje De Nylon de Horquilla de Caja para VW Sedan 1500, 1600, 1600i",$15.00,https://refaccionariamario.com/bujes-de-clutch/867-buje-de-nylon-de-horquilla-de-caja-para-vw-sedan-1500-1600-1600i.html
"Juego Completo de Juntas de Motor para VW Sedan 1600, 1600i, Combi 1600, Brasilia, Safari, Hormiga",$205.00,https://refaccionariamario.com/juntas-de-motor/471-juego-de-juntas-de-motor-para-vw-sedan-hormiga-brasilia-y-combi-1600.html
"Palanca de PLASTICO de Limpiadores y Agua de Chisgueteros para VW Sedan, Brasilia, Safari, Atlantic, Caribe",$165.00,https://refaccionariamario.com/palancas-electricas/517-palanca-de-plastico-de-limpiadores-y-agua-de-chisgueteros-para-vw-sedan-brasilia-safari-atlantic-caribe.html
"Flauta Ajustable para aceite Vw Sedan, Combi, Brasilia",$45.00,https://refaccionariamario.com/tubos-de-punterias/1456-flauta-ajustable-para-aceite-vw-sedan-combi-brasilia.html
"Vástago de Bomba de Gasolina Mecánica Corto para VW Sedan 1600, Combi 1600, Brasilia, Safari, Hormiga",$15.00,https://refaccionariamario.com/lapices-de-bomba/476-lapiz-bomba-vw-sedan-corto.html
Varilla de Palanca de velocidades Vw Sedan 1600,$70.00,https://refaccionariamario.com/palancas-de-velocidades/519-palanca-velocidades-vw-sedan.html
Juego de Taloneras Acolchadas Color Negro para VW Sedan,$90.00,https://refaccionariamario.com/taloneras/1463-juego-de-taloneras-acolchadas-color-negro-para-vw-sedan.html
"Palanca de Velocidades Larga con Cebolla para VW Sedan 1600, 1600i, Safari, Brasilia",$170.00,https://refaccionariamario.com/palancas-de-velocidades/520-palanca-de-velocidades-larga-con-cebolla-para-vw-sedan-1600-1600i-safari-brasilia.html
Juego de Taloneras Color Negro para VW Sedan,$70.00,https://refaccionariamario.com/taloneras/1464-juego-de-taloneras-color-negro-para-vw-sedan.html
"Kit de Palanca de Velocidades Corta para Vw Sedan, Brasilia",$85.00,https://refaccionariamario.com/palancas-de-velocidades/521-kit-de-palanca-de-velocidades-corta-para-vw-sedan-brasilia.html
"Tapa de Gancho de Asidero Blanca Autoeuroplast para VW Sedan, Combi, Atlantic, Caribe, Brasilia",$20.00,https://refaccionariamario.com/cubiertas-de-asidero/1469-tapa-de-gancho-de-asidero-blanca-autoeuroplast-para-vw-sedan-combi-atlantic-caribe-brasilia.html
"Palanca de Velocidades Cromada con Accesorios para VW Sedan, Brasilia, Safari",$210.00,https://refaccionariamario.com/palancas-de-velocidades/522-palanca-de-velocidades-cromada-con-accesorios-para-vw-sedan-brasilia-safari.html
Juego de Tapas Laterales de Asiento Izquierdo para VW Sedan,$80.00,https://refaccionariamario.com/tapas-de-asiento/1470-juego-de-tapas-laterales-de-asiento-izquierdo-para-vw-sedan.html
Juego de Tapas Laterales de Asiento Derecho para VW sedan,$80.00,https://refaccionariamario.com/tapas-de-asiento/1471-juego-de-tapas-laterales-de-asiento-derecho-para-vw-sedan.html
"Pastilla de Encendido de 7 Puntas Voltmax para VW Sedan, Golf A2, Jetta A2",$155.00,https://refaccionariamario.com/pastillas-de-encendido/526-pastilla-de-encendido-de-7-puntas-voltmax-para-vw-sedan-golf-a2-jetta-a2.html
"Juego de Pestañas Cromadas de Faro para VW Sedan 1500, 1600, 1600i, Combi, Safari, Hormiga",$155.00,https://refaccionariamario.com/pestanas/1068-pestana-para-faro.html
"Chapa HELLA de Tapa de Motor Cromado con 3 Tornillos de Fijación para VW Sedan 1500, 1600",$805.00,https://refaccionariamario.com/chapas-de-motor/1071-chapa-hella-de-tapa-de-motor-cromado-con-3-tornillos-de-fijacion-para-vw-sedan-1500-1600.html
Juego de Tapetes de Alfombra con Hule con Emblema Rojo de VW,$330.00,https://refaccionariamario.com/tapetes/1481-juego-de-tapetes-de-alfombra-con-hule-con-emblema-rojo-de-vw.html
Chicote de Clutch para Vw Sedan 1500 RECAL,$75.00,https://refaccionariamario.com/chicotes-de-clutch/1080-chicote-de-clutch-para-vw-sedan-1500-recal.html
Juego de Tapetes de Alfombra con Hule con Emblema Volkswagen,$330.00,https://refaccionariamario.com/tapetes/1482-juego-de-tapetes-de-alfombra-con-hule-con-emblema-volkswagen.html
Tope para tapa de motor para VW sedan.,$40.00,https://refaccionariamario.com/topes-de-tapa/1504-tope-para-tapa-de-motor-para-vw-sedan.html
Tornillo para Bisagra de Puerta de VW Sedán,$20.00,https://refaccionariamario.com/tornillos-de-bisagra/1505-tornillo-para-bisagra-de-puerta-de-vw-sedan.html
Juego de 7 Molduras Cromadas de Carrocería para VW Sedán 1600,$330.00,https://refaccionariamario.com/molduras-exteriores/509-juego-de-7-molduras-cromadas-de-carroceria-para-vw-sedan-1600.html
"Pipa Conectora de Palanca de Velocidades para VW Sedan 1600, 1600i",$305.00,https://refaccionariamario.com/pipas-de-palanca/539-pipa-conectora-de-palanca-de-velocidades-para-vw-sedan-1600-1600i.html
Placa Base de Palanca de Velocidades para VW Sedan,$50.00,https://refaccionariamario.com/placas/540-placa-base-de-palanca-de-velocidades-para-vw-sedan.html
Conector UNIVERSAL de Foco H4,$20.00,https://refaccionariamario.com/sockets-de-unidad/1540-conector-universal-de-foco-h4.html
Par de Plumas Limpiadores de 11 Pulgadas para VW Sedán,$80.00,https://refaccionariamario.com/plumas-limpiadoras/543-par-de-plumas-limpiadores-de-11-pulgadas-para-vw-sedan.html
"Conector de Foco de Vela de Faro para VW Sedan, Combi, Safari, Hormiga",$15.00,https://refaccionariamario.com/sockets-para-foco-tipo-vela/1541-conector-de-foco-de-vela-de-faro-para-vw-sedan-combi-safari-hormiga.html
Polea alternador Vw Sedan QUINTADA,$125.00,https://refaccionariamario.com/poleas-de-alternador/544-polea-alternador-vw-sedan.html
"Plumas limpiadoras 11"" (BOSCH)",$145.00,https://refaccionariamario.com/plumas-limpiadoras/1543-plumas-vw-sedan.html
Polea alternador Vw Sedan Negra SQ,$110.00,https://refaccionariamario.com/poleas-de-alternador/545-polea-alternador-vw-sedan.html
Chapa Bancaria De Alarma Y Cortadora de Corriente Cromada para VW Sedan,$425.00,https://refaccionariamario.com/cortadores-de-corriente/1545-chapa-bancaria-cortacorriente.html
Deslizador de Torre de Asiento Tipo Muela para Vw Sedan,$9.00,https://refaccionariamario.com/deslizadores/1112-deslizador-de-torre-de-asiento-tipo-muela-para-vw-sedan.html
Porta Placa Delantero para VW Sedan,$30.00,https://refaccionariamario.com/porta-placas/550-porta-placa-delantero-vw-sedan.html
"Porta placa Trasero para VW Sedan 1600, 1600i",$30.00,https://refaccionariamario.com/porta-placas/551-porta-placa-trasero-vw-sedan.html
juego de 4 Arillos Metálicos Cromados de Rin de 15 Pulgadas para VW Sedan,"$1,520.00",https://refaccionariamario.com/tapones-de-rin/1702-juego-de-arillos-cromados-de-rin-de-15-pulgadas-para-vw-sedan.html
Prisionero de Chicote de Acelerador para Vw Sedan.,$7.00,https://refaccionariamario.com/prisioneros/553-prisionero-de-chicote-de-acelerador-para-vw-sedan.html
"Radiador de Aceite de Motor para VW Sedan 1600, 1600i, Combi 1600, Brasilia, Safari, Hormiga",$745.00,https://refaccionariamario.com/radiadores-de-aceite/554-radiador-de-aceite-de-motor-para-vw-sedan-1600-1600i-combi-1600-brasilia-safari-hormiga.html
Larguero de Plataforma Derecho para VW Sedan,"$1,875.00",https://refaccionariamario.com/largueros/1707-larguero-de-plataforma-derecho-para-vw-sedan.html
Relay 30 VW Sedan.,$125.00,https://refaccionariamario.com/relays/555-relay-30-wv-sedan.html
"Perno de Carrete y Metales de Centro Tipo Frijol para VW Sedan, Combi 1500, 1600, Brasilia, Safari, Hormiga",$3.00,https://refaccionariamario.com/frijoles/1145-perno-de-carrete-y-metales-de-centro-tipo-frijol-para-vw-sedan-combi-1500-1600-brasilia-safari-hormiga.html
Blasón de Cofre Negro WOLFSBURG para VW Sedan,$200.00,https://refaccionariamario.com/emblemas/1724-blason-de-cofre-negro-wolfsburg-para-vw-sedan.html
"Clutch Completo con Collarín Luk para VW Sedan 1600, 1600i, Combi 1600, Brasilia, Safari","$1,725.00",https://refaccionariamario.com/repset/556-clutch-completo-con-collarin-luk-para-vw-sedan-1600-1600i-combi-1600-brasilia-safari.html
Funda de Chicote de Acelerador Cahsa para VW Sedan,$60.00,https://refaccionariamario.com/fundas-de-acelerador/1146-funda-de-chicote-de-acelerador-cahsa-para-vw-sedan.html
"Generador BOSCH Acumulador de Corriente para VW Sedan, Combi 1500, 1600, Brasilia, safari, Hormiga","$3,775.00",https://refaccionariamario.com/generadores/1867-generador-bosch-acumulador-de-corriente-para-vw-sedan-combi-1500-1600-brasilia-safari-hormiga.html
"Juego de Resortes de Balatas Delanteras para VW Sedan 1600, 1600i",$10.00,https://refaccionariamario.com/resortes-de-balata/557-juego-de-resortes-de-balatas-delanteras-para-vw-sedan-1600-1600i.html
"Gancho Color NEGRO de Asidero para VW Sedan, Brasilia",$20.00,https://refaccionariamario.com/ganchos-de-asidero/1149-gancho-asidero.html
"Juego de Resortes de Balata Trasera para VW Sedan 1600, 1600i",$15.00,https://refaccionariamario.com/resortes-de-balata/558-juego-de-resortes-de-balata-trasera-para-vw-sedan-1600-1600i.html
"Gancho Color BLANCO de Asidero para VW Sedan, Brasilia",$30.00,https://refaccionariamario.com/ganchos-de-asidero/1150-gancho-asidero.html
Goma de Amortiguador Delantero para VW Sedan,$80.00,https://refaccionariamario.com/gomas-de-amortiguador/1151-goma-de-amortiguador-delantero-para-vw-sedan.html
Hule de Empaque de Cuarto de Salpicadera Color Negro para VW Sedan 1500,$55.00,https://refaccionariamario.com/hules-de-cuarto/1152-hule-de-empaque-de-cuarto-de-salpicadera-color-negro-para-vw-sedan-1500.html
"Bujía de 1 Electrodo L92Y Corta Champion para VW Sedan, Brasilia, Hormiga, Combi, Safari",$30.00,https://refaccionariamario.com/bujias/2220-bujia-de-1-electrodo-l92y-corta-champion-para-vw-sedan-brasilia-hormiga-combi-safari.html
Barra de Torsión Trasera Izquierda Restaurada Original para VW Sedan,$270.00,https://refaccionariamario.com/barras/2236-barra-de-torsion-trasera-izquierda-restaurada-original-para-vw-sedan.html
"Retén de Cigüeña Ingel para VW Sedán, Combi, Brasilia, Safari, Hormiga",$50.00,https://refaccionariamario.com/retenes/567-reten-de-cigueena-ingel-para-vw-sedan-combi-brasilia-safari-hormiga.html
"Kit de Reten de Rueda Trasera con Junta, Liga y Chaveta para VW Sedan 1500, 1600, 1600i",$35.00,https://refaccionariamario.com/retenes/569-reten-rueda-trasera-vw-sedan.html
"Platino Interruptor de Corriente de Distribuidor Bosch para VW Sedan 1600, Combi 1600, Caribe, Brasilia, Safari",$60.00,https://refaccionariamario.com/platinos/542-platino-interruptor-de-corriente-de-distribuidor-bosch-para-vw-sedan-1600-combi-1600-caribe-brasilia-safari.html
"Retén de Cigüeñal CORTECO para VW Sedán 1500, 1600, 1600i, Combi 1500, 1600, Brasilia, Safari, Hormiga",$105.00,https://refaccionariamario.com/retenes/570-reten-de-cigueenal-corteco-para-vw-sedan-1500-1600-1600i-combi-1500-1600-brasilia-safari-hormiga.html
Goma de Rebote de Suspensión Delantera tipo PIÑA para VW Sedan,$55.00,https://refaccionariamario.com/gomas-de-suspension/1173-goma-para-suspension-vw-sedan-pina.html
Juego de Biseles Cromados de Calaveras Mirsa para VW Sedan 1200,$175.00,https://refaccionariamario.com/biseles/2650-juego-de-biseles-cromados-de-calaveras-mirsa-para-vw-sedan-1200.html
Encendedor Universal con Base y Arillo Luminoso Azul Tunix,$40.00,https://refaccionariamario.com/encendedores/2672-encendedor-universal-con-base-y-arillo-luminoso-azul-tunix.html
Retén de Sector de Caja de Dirección Herta para VW Sedán,$20.00,https://refaccionariamario.com/retenes/574-reten-de-sector-de-caja-de-direccion-herta-para-vw-sedan.html
Hule de Calavera BLANCO Lado Derecho para VW Sedan 1500,$30.00,https://refaccionariamario.com/hules-de-calavera/1187-hule-para-calavera.html
Empaque de Tanque de Gasolina para Vw Sedan,$95.00,https://refaccionariamario.com/hules-de-cofre/2876-empaque-de-tanque-de-gasolina-para-vw-sedan.html
"Retén de Candelero y Flecha de Mando de Caja de Velocidades Top Engine para VW Sedan 1600, 1600i, Combi 1600",$15.00,https://refaccionariamario.com/retenes/575-reten-de-candelero-y-flecha-de-mando-de-caja-de-velocidades-top-engine-para-vw-sedan-1600-1600i-combi-1600.html
Hule de Calavera NEGRO Lado Izquierdo para VW Sedan 1500,$25.00,https://refaccionariamario.com/hules-de-calavera/1188-hule-para-calavera.html
"Hule de Cañuela Superior Envolvente de Ventana de Puerta para VW Sedan, Combi",$150.00,https://refaccionariamario.com/hules-de-canuela/2877-empaque-superior-de-ventana-delantera-de-vw-sedan.html
Revistero de Madera Forrada de Alfombra color GRIS para VW Sedan,$175.00,https://refaccionariamario.com/revisteros/576-revistero-de-madera-forrada-de-alfombra-color-gris-para-vw-sedan.html
Hule de Calavera Negro Lado Derecho para VW Sedan 1500,$25.00,https://refaccionariamario.com/hules-de-calavera/1189-hule-de-calavera-negro-lado-derecho-para-vw-sedan-1500.html
Hule empaque de contorno del Cofre para VW Sedan 1200,$310.00,https://refaccionariamario.com/hules-de-cofre/2881-hule-empaque-de-contorno-del-cofre-para-vw-sedan-1200.html
Revistero de madera forrada de alfombra color NEGRO para VW Sedan,$175.00,https://refaccionariamario.com/revisteros/577-revistero-alfombra-negra-vw-sedan.html
Espejo retrovisor Metálico Izquierdo CROMADO para VW Sedan 1200,$565.00,https://refaccionariamario.com/espejos-laterales/2891-espejo-retrovisor-metalico-izquierdo-cromado-para-vw-sedan-1200.html
"Rondana de Cabeza de Motor para VW Sedan 1600, 1600i, Combi 1600, Brasilia, Safari, Hormiga",$3.00,https://refaccionariamario.com/rondanas/578-rondana-de-cabeza-de-motor-para-vw-sedan-1600-1600i-combi-1600-brasilia-safari-hormiga.html
Emblema Cromado de Cofre VW para VW Sedan,$110.00,https://refaccionariamario.com/emblemas/2526-emblema-cromado-de-cofre-vw-para-vw-sedan.html
"Rondana Plana de Funda de Clutch para VW Sedan 1600, 1600i, Combi 1600, Brasilia, Safari, Hormiga",$3.00,https://refaccionariamario.com/rondanas/579-rondana-de-funda-de-clutch-para-vw-sedan-1600-1600i-combi-1600-brasilia-safari-hormiga.html
"Porta Fusibles con Indicadores Led para VW Sedan, Combi, Safari, Brasilia, Caribe, Atlantic",$535.00,https://refaccionariamario.com/portafusibles/2903-porta-fusibles-con-indicadores-led-para-vw-sedan-combi-safari-brasilia-caribe-atlantic.html
"Rotula Inferior Safety para VW Sedan 1600, 1600i",$115.00,https://refaccionariamario.com/rotulas/582-rotula-inferior-safety-para-vw-sedan-1600-1600i.html
